timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-02-11T19:14:58,codecarbon,15de0574-61a2-4546-b865-14f5e1a9cfd0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,266.18697125,0.00012139850847139484,4.5606480250071535e-07,5.0,0.0,3.0,0.000369669820023611,0,0.0002217415615633334,0.0005914113815869441,United States,USA,california,,,macOS-10.16-x86_64-i386-64bit,3.9.12,2.8.3,8,Apple M1,,,-117.2438,32.8003,8.0,machine,N,1.0
