timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-02-05T19:33:48,codecarbon,4c829233-c2aa-476c-808d-a9337b34e938,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,143.185803542,6.529611523981866e-05,4.560236673230364e-07,5.0,0.0,3.0,0.0001988459965291667,0,0.00011925400496583332,0.000318100001495,United States,USA,california,,,macOS-10.16-x86_64-i386-64bit,3.9.12,2.8.3,8,Apple M1,,,-117.2438,32.8003,8.0,machine,N,1.0
