timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-03-27T01:08:52,codecarbon,688d8545-5608-40c5-902e-ca038836a3b9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,490.12266924999994,0.00022347352055558545,4.5595426324097834e-07,5.0,0.0,3.0,0.0006805004902805555,0,0.0004081849079508332,0.001088685398231389,United States,USA,california,,,macOS-10.16-x86_64-i386-64bit,3.9.12,2.8.3,8,Apple M1,,,-117.2438,32.8003,8.0,machine,N,1.0
