timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-06-02T19:06:22,codecarbon,ca8505d1-f2c9-4cf4-97f6-fe634bfa3a2c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4248.581947042,0.0016409376453839313,3.8623184531638963e-07,5.0,0.0,3.0,0.005894236634497223,0,0.0035337303024974985,0.00942796693699472,Spain,ESP,galicia,,,macOS-10.16-x86_64-i386-64bit,3.9.12,2.8.3,8,Apple M1,,,-8.7438,42.2288,8.0,machine,N,1.0
